drugbank_id,drug_name
DB03584,4-thio-beta-d-glucopyranose
DB03585,oxyphenbutazone
DB03586,"(3r,4r,5s,6r)-6-fluoro-3,4,5-trihydroxytetrahydro-2h-pyran-2-olate"
DB03587,pyruvaldehyde
DB03588,diphenylacetic acid
DB03589,mesoxalic acid
DB03590,"2,6-diaminopimelic acid"
DB03591,ru82209
DB03592,pterin-6-yl-methyl-monophosphate
DB03593,7-methyl-5'-guanylic acid
DB03594,"1,2,4-triazole"
DB03595,cra_9785
DB03596,n-[2-(1h-indol-5-yl)-butyl]-4-sulfamoyl-benzamide
DB03597,gamma-glutamyl[s-(2-iodobenzyl)cysteinyl]glycine
DB03598,"al-6629, [2h-thieno[3,2-e]-1,2-thiazine-6-sulfonamide,2-(3-methoxyphenyl)-3-(4-morpholinyl)-, 1,1-dioxide]"
DB03600,capric acid
DB03601,5-deoxyflavanone
DB03602,s-benzylglutathione
DB03603,glucaric acid
DB03604,tiratricol
DB03605,"(2s)-2-[(2,4-dichloro-benzoyl)-(3-trifluoromethyl-benzyl)-amino]-3-phenyl-propionic acid"
DB03606,(s)-rolipram
DB03607,[(1r)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2s)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron
DB03608,diminazene
DB03609,3'-deoxyguanosine
DB03610,4-(trifluoromethyl)phenol
DB03611,l-2-amino-4-methoxy-cis-but-3-enoic acid
DB03612,3-hydroxybutyryl-coenzyme a
DB03613,4-hydroxyphenacyl coenzyme a
DB03614,mecobalamin
DB03615,ribostamycin
DB03616,kabiramide c
DB03617,modified acarbose hexasaccharide
DB03618,2-(acetylamino)-2-deoxy-4-o-beta-d-galactopyranosyl-alpha-d-glucopyranose
DB03619,deoxycholic acid
DB03621,"l-709,587"
DB03622,"5-[4-(2-hydroxyethyl)-1-piperidinyl]-5-phenyl-2,4,6(1h,3h,5h)-pyrimidinetrione"
DB03623,"9-(4-hydroxyphenyl)-2,7-phenanthroline"
DB03624,7-(carboxyamino)-8-amino-nonanoic acid
DB03626,"5-methoxy-1,2-dimethyl-3-(phenoxymethyl)indole-4,7-dione"
DB03627,adamantane
DB03628,iso24
DB03629,pyridoxal-5'-phosphate-n-oxide
DB03630,2-iodobenzylthio group
DB03631,"3-(4-hydroxy-3-imino-6-oxo-cyclohexa-1,4-dienyl)-alanine"
DB03632,argifin
DB03633,lpc-ether
DB03634,"1,3-di(n-propyloxy-a-mannopyranosyl)-carbomyl 5-methyazido-benzene"
DB03635,ethanesulfonic acid
DB03636,glycinamide
DB03637,guanidine-3-propanol
DB03638,cytidyl-2'-5'-phospho-guanosine
DB03639,1-guanidinium-7-aminoheptane
DB03640,beta-hydroxyaspartic acid
DB03641,"2'-deoxyuridine 5'-alpha,beta-imido-diphosphate"
DB03642,n-[(2s)-4-methyl-1-oxo-1-{[(4s)-3-oxo-1-(2-pyridinylsulfonyl)-4-azepanyl]amino}-2-pentanyl]-1-benzofuran-2-carboxamide
DB03643,cra_1144
DB03644,3-hydroxyanthranilic acid
DB03645,phosphonoacetohydroxamic acid
DB03646,"2,3-di-o-phytanyl-sn-glycerol"
DB03647,3-[isopropyl(4-methylbenzoyl)amino]-5-phenylthiophene-2-carboxylic acid
DB03648,"(2s,2's)-2,2'-(1,2-hydrazinediylbis{methylene[(2s)-1-oxo-2,1-hexanediyl]imino})bis(6-amino-n-phenylhexanamide)"
DB03649,"[{(5-chloro-2-pyridinyl)amino} methylene]-1,1-bisphosphonate"
DB03650,(3e)-3-[(4-hydroxyphenyl)imino]-1h-indol-2(3h)-one
DB03651,picric acid
DB03652,beta-d-galactopyranuronic acid
DB03653,"5-{[ethyl(methyl)amino]methyl}-2-methyl-5,6-dihydropyrimidin-4-amine"
DB03654,"s,s-propylthiocysteine"
DB03656,tribenuron methyl
DB03657,1-deoxy-1-methoxycarbamido-beta-d-glucopyranose
DB03658,"(2r,4s)-2-[(1r)-1-{[(2r)-2-amino-2-(4-hydroxyphenyl)acetyl]amino}-2-oxoethyl]-5,5-dimethyl-1,3-thiazolidine-4-carboxylic acid"
DB03659,butylamine
DB03660,4-iodo-l-phenylalanine
DB03661,l-cysteic acid
DB03662,vitamin b6 complexed with 2-amino-pentanoic acid
DB03663,"1-[(2-amino-6,9-dihydro-1h-purin-6-yl)oxy]-3-methyl-2-butanol"
DB03664,p1-(adenosine-5'-p5-(uridine-5')pentaphosphate
DB03666,zidovudine monophosphate
DB03667,acetic acid salicyloyl-amino-ester
DB03668,6-oxouridine 5'-phosphate
DB03669,4-fluorophenethyl alcohol
DB03670,"2-(oxalyl-amino)-4,5,6,7-tetrahydro-thieno[2,3-c]pyridine-3-carboxylic acid"
DB03671,digoxigenin
DB03672,9-n-phenylmethylamino-tacrine
DB03673,beta-2-thienyl-l-alanine
DB03675,"2,3-dihydroxy-valerianic acid"
DB03676,cystein-s-yl cacodylate
DB03677,n-cyclohexyl-n'-decylurea
DB03678,"(6,7-difluoro-quinazolin-4-yl)-(1-methyl-2,2-diphenyl-ethyl)-amine"
DB03679,2-hydroxy-tryptophan
DB03680,tartronate
DB03682,"dibenzofuran-4,6-dicarboxylic acid"
DB03683,2-{[formyl(hydroxy)amino]methyl}-4-methylpentanoic acid
DB03685,uridine monophosphate
DB03686,s-(4-nitrobenzyl)glutathione
DB03687,4-(cytidine 5'-diphospho)-2-c-methyl-d-erythritol
DB03688,hydracrylic acid
DB03689,butane
DB03690,"(z,z)-4-hydroxy-n,n,n-trimethyl-10-oxo-7-[(1-oxo-9-octadecenyl)oxy]-3,5,9-trioxa-4-phosphaheptacos-18-en-1-aminium-4-oxide"
DB03691,wrr-112
DB03692,1-hexadecanosulfonyl-o-l-serine
DB03693,n-(2-aminoethyl)-5-chloroisoquinoline-8-sulfonamide
DB03694,n-phenylthiourea
DB03695,piritrexim
DB03696,lanosterol
DB03697,4-sulfonamide-[1-(4-aminobutane)]benzamide
DB03698,5-mercaptoethanol-2-decenoyl-coenzyme a
DB03699,succinyl-coenzyme a
DB03700,d-threonine
DB03701,vanoxerine
DB03702,"n-{4-[(carboxymethyl)carbamoyl]benzoyl}-l-valyl-n-[(3s)-1,1,1-trifluoro-4-methyl-2-oxo-3-pentanyl]-l-prolinamide"
DB03703,cyclohexanol
DB03704,12-hydroxydodecanoic acid
DB03705,6-methylamino-5-nitroisocytosine
DB03706,1-hydroxy-2-s-glutathionyl-3-para-nitrophenoxy-propane
DB03707,s-ethyl-n-phenyl-isothiourea
DB03708,adenosine 5'-phosphosulfate
DB03709,bicine
DB03710,[(1s)-4-(1-aminobutylideneamino)-1-carboxybutyl]azanium
DB03711,6-hydroxy-6-methyl-heptan-3-one
DB03712,ru85053
DB03714,4-carbamoyl-4-{[6-(difluoro-phosphono-methyl)-naphthalene-2-carbonyl]-amino}-butyric acid
DB03716,5'-fluoro-5'-deoxyadenosine
DB03717,"3-hydroxy-4-(3,4,5-trihydroxy-tetrahydro-pyran-2-yloxy)-piperidin-2-one"
DB03718,6-aza uridine 5'-monophosphate
DB03719,n-ethyl-5'-carboxamido adenosine
DB03720,"alpha,beta-dehydroaminobutyric acid"
DB03721,n-acetyl-alpha-neuraminic acid
DB03722,"3,4-dihydro-5-methyl-isoquinolinone"
DB03723,2'-deoxy-thymidine-beta-l-rhamnose
DB03724,"(1s,2s)-1-amino-1-(1,3-thiazol-2-yl)propan-2-ol"
DB03725,5'-guanylylmethylenebisphosphonate
DB03726,purine riboside-5'-monophosphate
DB03727,coproporphyrin i
DB03728,p-chlorobenzoic acid
DB03729,2-amino-1h-benzimidazol-5-ol
DB03730,"3,9-dimethyladenine"
DB03731,s-2-(boronoethyl)-l-cysteine
DB03732,etheno-nadp
DB03733,ethylene dichloride
DB03734,xylarohydroxamate
DB03735,9-(2-deoxy-beta-d-ribofuranosyl)-6-methylpurine
DB03736,2-cyclopropylmethylenepropanal
DB03737,"4-((3r,4s,5r)-4-amino-3,5-dihydroxy-hex-1-ynyl)-5-fluoro-3-[1-(3-methoxy-1h-pyrrol-2-yl)-meth-(z)-ylidene]-1,3-dihydro-indol-2-one"
DB03738,pantothenoylaminoethenethiol
DB03739,3-hydroxyimino quinic acid
DB03740,n-acetyl-alpha-d-glucosamine
DB03741,2-methylbutanoic acid
DB03742,compound 4-d
DB03744,"cp403700, (s)-1-{2-[(5-chloro-1h-indole-2-carbonyl)-amino]-3-phenyl-propionyl}-azetidine-3-carboxylate"
DB03745,arabinose-5-phosphate
DB03746,"3-amino-4,5-dihydroxy-cyclohex-1-enecarboxylate"
DB03747,n-acetyl-glucosamine thiazoline
DB03748,methyl-[4-(4-piperidine-1-ylmethyl-phenyl)-cyclohexyl]-carbaminic acid-(4-chlorophenyl)-ester
DB03749,"4-(1h-imidazol-4-yl)-3-(5-ethyl-2,4-dihydroxy-phenyl)-1h-pyrazole"
DB03750,isovaleric acid
DB03751,2'deoxy-thymidine-5'-diphospho-alpha-d-glucose
DB03752,p-(2'-iodo-5'-thenoyl)hydrotropic acid
DB03753,flurbiprofen methyl ester
DB03754,tromethamine
DB03755,"adenosine-5'-[beta, gamma-methylene]tetraphosphate"
DB03756,doconexent
DB03757,n-{[(2-methyl-2-propanyl)oxy]carbonyl}-l-alanyl-l-alaninamide
DB03758,radicicol
DB03759,fg-9041
DB03760,dihydrolipoic acid
DB03761,5-fluoro-2'-deoxyuridine-5'-monophosphate
DB03763,5-methyl-2'-deoxypseudouridine
DB03764,4-hydroperoxy-2-methoxy-phenol
DB03765,2'-cytidylic acid
DB03766,propanoic acid
DB03767,morpholine-4-carboxylic acid [1s-(2-benzyloxy-1r-cyano-ethylcarbamoyl)-3-methyl-butyl]amide
DB03768,"n-[2-hydroxy-2-(8-isopropyl-6,9-dioxo-2-oxa-7,10-diaza-bicyclo[11.2.2]heptadeca-1(16),13(17),14-trien-11-yl)-ethyl]-n-(3-methyl-butyl)-benzenesulfonamide,inhibitor 3"
DB03769,d-eritadenine
DB03770,n-hydroxyguanidine
DB03771,allyl-{4-[3-(4-bromo-phenyl)-benzofuran-6-yloxy]-but-2-enyl}-methyl-amine
DB03772,"2-hexyloxy-6-hydroxymethyl-tetrahydro-pyran-3,5-diol"
DB03773,alpha-d-quinovopyranose
DB03774,glutamyl group
DB03775,dethiobiotin
DB03776,lactaldehyde
DB03777,bisindolylmaleimide i
DB03779,glucosaminyl-(alpha-6)-d-myo-inositol
DB03780,2-aminoquinazolin-4(3h)-one
DB03781,"2-[4-(2,4-dichlorophenoxy)phenoxy]propanoic acid"
DB03782,n-(1-adamantyl)-n'-(4-guanidinobenzyl)urea
DB03783,phenacetin
DB03784,elaidamide
DB03785,mevinolinic acid
DB03787,"(5-hydroxy-6-methyl-4-{[(e)-(3-oxo-1,2-oxazolidin-4-ylidene)amino]methyl}-3-pyridinyl)methyl dihydrogen phosphate"
DB03788,gc-24
DB03789,"2,3-dimethylimidazolium ion"
DB03790,l-methionine sulfone
DB03791,gw-3965
DB03792,5-aminouracil
DB03793,benzoic acid
DB03794,trifluoroalanine
DB03795,2-dehydropantoate
DB03796,palmitic acid
DB03797,3-aminomethyl-pyridinium-adenine-dinucleotide
DB03798,2'-deoxycytidine-5'-monophosphate
DB03799,trifluoromethionine
DB03800,deoxyuridine monophosphate
DB03801,lysine nz-carboxylic acid
DB03802,"1-[4-(octahydro-pyrido[1,2-a]pyrazin-2-yl)-phenyl]-2-phenyl-1,2,3,4-tetrahydro-isoquinolin-6-ol"
DB03803,"n,n-[2,5-o-dibenzyl-glucaryl]-di-[valinyl-aminomethanyl-pyridine]"
DB03804,5-bromothienyldeoxyuridine
DB03807,"1-(2-chlorophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylic acid ethyl ester"
DB03808,hexamidine
DB03809,9-butyl-8-(3-methoxybenzyl)-9h-purin-6-amine
DB03810,3-methylglutamic acid
DB03811,histidinol
DB03812,"3-{2,6,8-trioxo-9-[(2s,3r,4r)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7h-purin-7-yl}propyl dihydrogen phosphate"
DB03813,2-decenoyl n-acetyl cysteamine
DB03814,2-(n-morpholino)ethanesulfonic acid
DB03815,fucitol
DB03816,difluoromethionine
DB03817,"l-2,4-diaminobutyric acid"
DB03818,n-[tosyl-d-prolinyl]amino-ethanethiol
DB03819,salicylhydroxamic acid
DB03820,"(2s,5r,6r)-6-({(6s)-6-[(ammonioacetyl)amino]-6-carboxylatohexanoyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate"
DB03821,2-amino-3-hydroxy-3-phosphonooxy-propionic acid
DB03822,ethyl dihydrogen phosphate
DB03823,epigallocatechin
DB03824,"7-iodo-1,2,3,4-tetrahydro-isoquinoline"
DB03825,rhodamine 6g
DB03826,"5,6-diaminouracil"
DB03827,"(3s)-3,4-di-n-hexanoyloxybutyl-1-phosphocholine"
DB03828,ru78299
DB03829,pseudouridine-5'-monophosphate
DB03830,phosphorylated dihydropteroate
DB03831,"[(z)-octadec-9-enyl] (2r)-2,3-bis(oxidanyl)propanoate"
DB03832,"3-carboxy-n,n,n-trimethyl-2-(octanoyloxy)propan-1-aminium"
DB03833,"2-prolyl-5-tert-butyl-[1,3,4]oxadiazole"
DB03834,"(3s)-3-(dioxidosulfanyl)-n-[(1z)-3-oxoprop-1-en-1-yl]-4-(1h-1,2,3-triazol-1-yl)-d-valine"
DB03835,"n-[(5s,7r,8s,9s,10r)-8,9,10-trihydroxy-7-(hydroxymethyl)-2,4-dioxo-6-oxa-1,3-diazaspiro[4.5]dec-3-yl]acetamide"
DB03836,"1,3,5-trichlorobenzene"
DB03837,morpholine-4-carboxylic acid (1-(3-benzenesulfonyl-1-phenethylallylcarbamoyl)-3-methylbutyl)-amide
DB03839,d-tyrosine
DB03840,tetra(imidazole)diaquacopper (ii)
DB03841,niraxostat
DB03842,2-chloro-6-methyl-aniline
DB03843,formaldehyde
DB03844,"n-(2,6-diflouro-benzyl)-4-sulfamoyl-benzamide"
DB03845,p1-(5'-adenosyl)p5-(5'-(3'azido-3'-deoxythymidyl))pentaphosphate
DB03846,2'-deoxy-5-(hydroxymethyl)uridine 5'-(dihydrogen phosphate)
DB03847,gamma-carboxy-l-glutamic acid
DB03848,benzenesulfinic acid
DB03849,cilomilast
DB03850,jaspisamide a
DB03851,carbazole butanoic acid
DB03852,eucalyptol
DB03853,reactive red 6 hapten
DB03854,cadaverine
DB03855,l-threonohydroxamate 4-phosphate
DB03856,l-eflornithine
DB03857,"1,4-dithio-beta-d-glucopyranose"
DB03858,s-acetonylcysteine
DB03859,1-thio-beta-d-glucopyranose
DB03860,ici-164384
DB03861,"(2r,3r,4s,5r)-2-acetamido-3,4-dihydroxy-5-hydroxymethyl-piperidine"
DB03862,tetrahydrooxazine
DB03863,2-o-methyl-beta-l-fucopyranose
DB03864,monothioglycerol
DB03865,6-chloro-2-(2-hydroxy-biphenyl-3-yl)-1h-indole-5-carboxamidine
DB03866,prostaglandin g2
DB03867,3-nitro-l-tyrosine
DB03868,3-dehydroquinic acid
DB03869,5'-o-(l-serylsulfamoyl)adenosine
DB03870,"ara-alpha(1,3)-xyl"
DB03871,"lambda-bis(2,2'-bipyridine)imidazole ruthenium (ii)"
DB03872,"2,3-dideoxyfucose"
DB03874,"(4e,8e,12z,16z)-n,n,4,8,13,17,21-heptamethyldocosa-4,8,12,16,20-pentaen-1-amine"
DB03876,"thieno[2,3-b]pyridine-2-carboxamidine"
DB03877,al-4623
DB03878,n-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]-3-pyridinecarboxamide
DB03879,alpha-l-methyl-fucose
DB03880,batimastat
DB03881,"(2s,3r,4s,5s)-3,4-dihydroxy-2-[(methylsulfanyl)methyl]-5-(4-oxo-4,5-dihydro-1h-pyrrolo[3,2-d]pyrimidin-7-yl)pyrrolidinium"
DB03882,"5-alpha-androstane-3-beta,17beta-diol"
DB03883,carboxyethyllumazine
DB03884,phenylpyruvic acid
DB03885,l-gamma-glutamyl-s-(naphthalen-1-ylmethyl)-l-cysteinylglycine
DB03886,biopterin
DB03887,alpha-adenosine monophosphate
DB03888,n-allyl-6-{[3-(4-bromophenyl)-1-methyl-1h-indazol-6-yl]oxy}-n-methyl-1-hexanamine
DB03889,s-(n-hydroxy-n-bromophenylcarbamoyl)glutathione
DB03890,n-[2-(1-formyl-2-methyl-propyl)-1-(4-piperidin-1-yl-but-2-enoyl)-pyrrolidin-3-yl]-methanesulfonamide
DB03891,"dibenzyl (carbonylbis{2,1-hydrazinediyl[(2s)-4-methyl-1-oxo-1,2-pentanediyl]})biscarbamate"
DB03892,5-n-allyl-arginine
DB03893,thionicotinamide-adenine-dinucleotide
DB03894,n-propargyl-1(s)-aminoindan
DB03895,malachite green
DB03896,triphosphoric acid
DB03897,phloretic acid
DB03898,3-chloro-4-hydroxyphenylglycine
DB03899,9-butyl-8-(4-methoxybenzyl)-9h-purin-6-amine
DB03900,tert-butanol
DB03901,5-oxoprolinal
DB03902,oxalic acid
DB03903,tmr
DB03904,urea
DB03905,succinamide-coa
DB03906,2-phenylheme
DB03907,"n-[(e)-3-[(2r,3s,4r,5r)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]prop-2-enyl]-2,3-dihydroxy-5-nitrobenzamide"
DB03908,"n,n-[2,5-o-[dibenzyl]-glucaryl]-di-[isoleucyl-amido-methane]"
DB03909,"adenosine-5'-[beta, gamma-methylene]triphosphate"
DB03910,"s,s'-(1,3-phenylene-bis(1,2-ethanediyl))bis-isothiourea"
DB03911,l-xylopyranose
DB03912,d-pantetheine 4'-phosphate
DB03913,coenzyme f420
DB03914,"[2-(1-amino-2-hydroxy-propyl)-4-(1h-indol-3-ylmethylene)-5-oxo-4,5-dihydro-imidazol-1-yl]-acetaldehyde"
DB03915,2-amino-3-ketobutyric acid
DB03916,4-{2-[4-(2-aminoethyl)piperazin-1-yl]pyridin-4-yl}-n-(3-chloro-4-methylphenyl)pyrimidin-2-amine
DB03917,n-ethylretinamide
DB03918,"6s-5,6,7,8-tetrahydrobiopterin"
DB03919,ethyl-carbamic acid methyl ester
DB03920,n-methyl-alpha-beta-dehydroalanine
DB03921,4-(3-pyridin-2-yl-1h-pyrazol-4-yl)quinoline
DB03923,feruloyl coenzyme a
DB03924,"5,8-di-amino-1,4-dihydroxy-anthraquinone"
DB03925,freselestat
DB03926,"5alpha-androstane-3beta,17alpha-diol"
DB03927,glycyl-l-alpha-amino-epsilon-pimelyl-d-alanine
DB03928,"carboxymethylthio-3-(3-chlorophenyl)-1,2,4-oxadiazol"
DB03929,d-serine
DB03930,4-methyl-pyrroline-5-carboxylic acid
DB03931,diguanosine-5'-triphosphate
DB03932,lfa703
DB03933,c-1027 aromatized chromophore
DB03934,zinc protoporphyrin
DB03935,"1,4-dideoxy-o2-sulfo-glucuronic acid"
DB03936,1-deoxy-ribofuranose-5'-phosphate
DB03937,d-erythrose 4-phosphate
DB03938,deacetoxycephalosporin c
DB03939,"(4s)-4-hydroxy-3,4-dihydro-2(1h)-pyrimidinone"
DB03940,oxamic acid
DB03941,p-heptylphenol
DB03942,carboxylic prpp
DB03943,d-asparagine
DB03944,"5-[1-(3,4-dimethoxy-benzoyl)-1,2,3,4-tetrahydro-quinolin-6-yl]-6-methyl-3,6-dihydro-[1,3,4]thiadiazin-2-one"
DB03945,"n,n,n-trimethyl-2-(phosphonooxy)ethanaminium"
DB03946,"3,4-dihydroxybenzoic acid"
DB03947,d-xylulose
DB03948,"6-chloropurine riboside, 5'-monophosphate"
DB03949,n-[(2s)-3-phenyl-2-sulfanylpropanoyl]-l-phenylalanyl-l-tyrosine
DB03950,(s)-n-(3-indol-1-yl-2-methyl-propyl)-4-sulfamoyl-benzamide
DB03951,n-acetyl-d-glucosamine-6-phosphate
DB03952,9-(6-deoxy-beta-d-allofuranosyl)-6-methylpurine
DB03953,thiocitrulline
DB03955,1-deoxymannojirimycin
DB03956,"inositol 2,4,5-trisphosphate"
DB03957,sp2456
DB03958,7-methyl-guanosine-5'-triphosphate-5'-guanosine
DB03959,"n,o6-disulfo-glucosamine"
DB03960,cp-coeleneterazine
DB03961,"2c-methyl-d-erythritol 2,4-cyclodiphosphate"
DB03962,nicotinamide 8-bromo-adenine dinucleotide phosphate
DB03963,s-(dimethylarsenic)cysteine
DB03964,4-hydroxy-aconitate ion
DB03966,clorobiocin
DB03967,dodecyl sulfate
DB03968,"1-methyl-2-oxy-5,5-dimethyl pyrrolidine"
DB03970,"(7r)-7-(6,7-dihydro-5h-cyclopenta[d]imidazo[2,1-b][1,3]thiazol-2-yl)-2,7-dihydro-1,4-thiazepine-3,6-dicarboxylic acid"
DB03971,acarbose derived hexasaccharide
DB03972,"2-amino-4h-1,3-benzoxathiin-4-ol"
DB03973,"3-[2,6,8-trioxo-9-[(2r,3r,4r)-2,3,4,5-tetrahydroxypentyl]-3h-purin-7-yl]propyl dihydrogen phosphate"
DB03974,l-homoarginine
DB03975,mercuribenzoic acid
DB03976,phosphorylisopropane
DB03977,trimethyllysine
DB03978,tyrosinal
DB03979,1-[glycerolylphosphonyl]-2-[8-(2-hexyl-cyclopropyl)-octanal-1-yl]-3-[hexadecanal-1-yl]-glycerol
DB03980,4-(fluorophenyl)-1-cyclopropylmethyl-5-(2-amino-4-pyrimidinyl)imidazole
DB03981,"1,4-dideoxy-5-dehydro-o2-sulfo-glucuronic acid"
DB03982,"compound 5, 2-(naphthalen-1-yl-oxalyl-amino)-benzoicacid"
DB03983,"{[2-amino-4-oxo-6,7-di(sulfanyl-κs)-3,5,5a,8,9a,10-hexahydro-4h-pyrano[3,2-g]pteridin-8-yl]methyl dihydrogenato(2-) phosphate}(dioxo)sulfanylmolybdenum"
DB03984,morpholine-4-carboxylic acid [1-(2-benzylsulfanyl-1-formyl-ethylcarbamoyl)-2-phenyl-ethyl]-amide
DB03985,r-azabisabolene
DB03986,6-methyl-formycin a
DB03987,"2,4-diamino-6-[n-(3',5'-dimethoxybenzyl)-n-methylamino]pyrido[2,3-d]pyrimidine"
DB03988,"2,6-diamino-hexanoic acid amide"
DB03989,d-allopyranose
DB03990,4'-nitrophenyl-3i-thiolaminaritrioside
DB03991,"2-deoxy-2,3-dehydro-n-acetylneuraminic acid"
DB03992,3-(benzoylamino)-l-alanine
DB03993,isocaproic acid
DB03994,ethanolamine
DB03995,betadex
DB03996,"3-[(5s)-1-acetyl-3-(2-chlorophenyl)-4,5-dihydro-1h-pyrazol-5-yl]phenol"
DB03997,l-histidinol phosphate
DB03998,"[2-(methyleneamine)-4-(4-hydroxy-benzylidine)-5-oxo-4,5-dihydro-imidazol-1-yl]-acetaldehyde"
DB03999,butylphosphonate
DB04000,bromo-willardiine
DB04001,6-(oxalyl-amino)-1h-indole-5-carboxylic acid
DB04002,4-sulfonamide-[4-(thiomethylaminobutane)]benzamide
DB04003,{4-[(2s)-2-acetamido-3-({(1s)-1-[3-carbamoyl-4-(cyclohexylmethoxy)phenyl]ethyl}amino)-3-oxopropyl]-2-phosphonophenoxy}acetic acid
DB04004,"2,6-diamino-8-(2-dimethylaminoethylsulfanylmethyl)-3h-quinazolin-4-one"
DB04005,uridine 5'-triphosphate
DB04006,"[2-amino-6-(2,6-difluoro-benzoyl)-imidazo[1,2-a]pyridin-3-yl]-phenyl-methanone"
DB04007,bromo-wr99210
DB04008,zinc;[amino-[2-[[5-[amino(azaniumylidene)methyl]benzimidazol-1-id-2-yl]methyl]benzimidazol-1-id-5-yl]methylidene]azanium
DB04009,dimethyl propionate ester heme
DB04010,2-(3'-methoxyphenyl) benzimidazole-4-carboxamide
DB04011,"2'-(4-dimethylaminophenyl)-5-(4-methyl-1-piperazinyl)-2,5'-bi-benzimidazole"
DB04012,"(3r)-4-(p-toluenesulfonyl)-1,4-thiazane-3-carboxylicacid-l-leucine"
DB04013,1-deoxy-1-methoxycarbamido-beta-d-gluco-2-heptulopyranosonamide
DB04014,alsterpaullone
DB04015,methionine phosphinate
DB04016,2-[3-({methyl[1-(2-naphthoyl)piperidin-4-yl]amino}carbonyl)-2-naphthyl]-1-(1-naphthyl)-2-oxoethylphosphonic acid
DB04017,clorgiline
DB04018,s-isopropyl-isothiourea
DB04020,"4-(2-{[4-{[3-(4-chlorophenyl)propyl]sulfanyl}-6-(1-piperazinyl)-1,3,5-triazin-2-yl]amino}ethyl)phenol"
DB04021,mf268
DB04022,guanosine tetraphosphate
DB04023,gdp-alpha-d-mannuronic acid
DB04024,serine-3'-aminoadenosine
DB04026,pseudotropine
DB04027,d-arginine
DB04028,tyvelose
DB04029,phenylalanylamide
DB04030,"1,3,4,9-tetrahydro-2-(hydroxybenzoyl)-9-[(4-hydroxyphenyl)methyl]-6-methoxy-2h-pyrido[3,4-b]indole"
DB04031,serine vanadate
DB04032,adamantane-1-carboxylic acid-5-dimethylamino-naphthalene-1-sulfonylamino-butyl-amide
DB04033,z-ala prolinal
DB04034,ribulose-5-phosphate
DB04035,ceftazidime batsi
DB04036,coenzyme a persulfide
DB04037,"n,n-bis(4-chlorobenzyl)-1h-1,2,3,4-tetraazol-5-amine"
DB04038,ergosterol
DB04039,3-oxo-pentadecanoic acid
DB04040,"n-[1,3-di(4-morpholinyl)-2-propanyl]-3-(α-d-galactopyranosyloxy)-5-nitrobenzamide"
DB04041,nitrocefin acyl-serine
DB04042,"2-[4-(hydroxy-methoxy-methyl)-benzyl]-7-(4-hydroxymethyl-benzyl)-1,1-dioxo-3,6-bis-phenoxymethyl-1lambda6-[1,2,7]thiadiazepane-4,5-diol"
DB04043,carboxymycobactin t
DB04044,4-{2-[(3-nitrobenzoyl)amino]phenoxy}phthalic acid
DB04045,(r)-methylmalonyl-coa
DB04046,methyl beta-galactoside
DB04047,6-hydroxymethylpterin diphosphate
DB04048,n-carbamoyl-alanine
DB04049,coelenteramide
DB04050,n-propyl isocyanide
DB04051,5-phenylpentanoic acid
DB04052,"3,4-xylenol"
DB04053,hypophosphite
DB04054,"9-butyl-8-(2,5-dimethoxy-benzyl)-2-fluoro-9h-purin-6-ylamine"
DB04055,"2,3-dicarboxy-4-(2-chloro-phenyl)-1-ethyl-5-isopropoxycarbonyl-6-methyl-pyridinium"
DB04057,"n-[4-([(2-amino-4-oxo-1,4-dihydropyrido[3,2-d]pyrimidin-6-yl)methyl]{(2e)-3-[4-carbamoyl-1-(5-o-phosphono-beta-d-ribofuranosyl)-1h-imidazol-5-yl]-2-propenoyl}amino)benzoyl]-l-glutamic acid"
DB04058,n-carbamoylphenylalanine
DB04059,8-(pyrimidin-2-ylamino)naphthalene-2-carboximidamide
DB04060,"(5-methyl-6-oxo-1,6-dihydro-pyridin-3-yl)-1,2-dideoxy-ribofuranose-5-monophosphate"
DB04061,alpha-amino-2-indanacetic acid
DB04062,beta-d-fucose
DB04063,alpha-methylleucine
DB04064,nogalaviketone
DB04065,n-cyclopentyl-n-cyclobutylformamide
DB04066,p-coumaric acid
DB04067,4-hydroxybenzyl coenzyme a
DB04068,"2',3'-dideoxy-3'-fluoro-urididine-5'-diphosphate"
DB04069,"5,6-dihydro-benzo[h]cinnolin-3-ylamine"
DB04070,6-deoxyerythronolide b
DB04071,cpad
DB04072,alpha-methylisocitric acid
DB04073,n-{3-[4-(3-amino-propyl)-piperazin-1-yl]-propyl}-3-nitro-5-(galactopyranosyl)-beta-benzamide
DB04074,alpha-ketoisovalerate
DB04075,n-acetyl-l-glutamate
DB04076,hypoxanthine
DB04079,"heptane-1,2,3-triol"
DB04080,ru78191
DB04081,"(4s-trans)-4-(methylamino)-5,6-dihydro-6-methyl-4h-thieno(2,3-b)thiopyran-2-sulfonamide-7,7-dioxide"
DB04082,decyloxy-methanol
